epoch,loss,accuracy,wf1,uar,lr,time_epoch_sec,optimizer_steps
1,1.249878798823699,0.5290062434963579,0.5419468642401151,0.5399705118298364,2e-05,281.88234375,241.0
2,0.9839536506725276,0.6918574401664932,0.6999685006732818,0.7070573479513893,2e-05,249.06515625,241.0
3,0.8741690897296545,0.7555931321540063,0.7609020984360588,0.7678091034838901,2e-05,251.201921875,241.0
4,0.7955508061241781,0.8020291363163371,0.8055112199680002,0.8171024841096894,2e-05,250.171203125,241.0
5,0.7432228617067764,0.8303850156087409,0.8326509806357599,0.839654391906354,1e-05,248.46965625,241.0
6,0.6552197779378583,0.88579604578564,0.8869506449294404,0.8943257689504976,1e-05,252.190859375,241.0
7,0.6245939272933646,0.8977627471383975,0.898746846275516,0.9063087441831245,1e-05,251.596296875,241.0
8,0.6004117023622332,0.9120707596253902,0.9128336859396985,0.9187522849079515,1e-05,249.63534375,241.0
9,0.5857105319631459,0.9211758584807492,0.9216846247123918,0.928221371468689,5e-06,250.299078125,241.0
10,0.5456621829695558,0.9439386056191468,0.9442453652928599,0.9497622589044485,5e-06,251.320515625,241.0
